,genres,app_name,item_id,developer,user_id,recommend,sentiment_analysis,playtime_forever
483,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG, Simulation",Mabinogi,212200,NEXON Korea Corp.,Astrelt,True,2,179.0
484,"Casual, Free to Play, Indie",AdVenture Capitalist,346900,Hyper Hippo Games,Astrelt,True,2,179.0
485,"Adventure, Free to Play, Indie, RPG",the static speaks my name,387860,the whale husband,Astrelt,True,2,179.0
486,"Action, Adventure, Indie, RPG",Eldritch,252630,Minor Key Games,Astrelt,True,2,179.0
487,"Action, Free to Play",Warframe,230410,Digital Extremes,Astrelt,True,2,179.0
488,"Action, Indie",Super Hexagon,221640,Terry Cavanagh,Astrelt,True,0,179.0
489,"Adventure, Casual, Strategy",Scribblenauts Unlimited,218680,5th Cell Media,Astrelt,True,2,179.0
490,"Action, Free to Play",Team Fortress 2,440,Valve,Astrelt,True,2,179.0
497,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,de_triggered,True,2,81.0
498,"Free to Play, Strategy",Lambda Wars Beta,270370,Vortal Storm,de_triggered,True,0,81.0
499,"Indie, Simulation, Strategy",Prison Architect,233450,Introversion Software,de_triggered,True,2,81.0
500,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",From the Depths,268650,Brilliant Skies Ltd.,de_triggered,True,1,81.0
501,"Action, Indie",Ace of Spades: Battle Builder,224540,Jagex Limited,de_triggered,True,0,81.0
502,"Action, Indie",Chivalry: Medieval Warfare,219640,Torn Banner Studios,de_triggered,True,0,81.0
503,"Action, Free to Play",Team Fortress 2,440,Valve,de_triggered,True,2,81.0
508,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,Too_1337,True,2,214.0
509,Action,Half-Life 2,220,Valve,Too_1337,True,2,214.0
510,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,IJustWantedToTalk,True,2,83.0
511,"Action, Indie, Massively Multiplayer, RPG, Simulation",Nether: Resurrected,247730,Phosphor Games Studio,IJustWantedToTalk,False,2,83.0
512,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,IJustWantedToTalk,True,2,83.0
513,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,IJustWantedToTalk,False,2,83.0
514,"Action, Indie",Chivalry: Medieval Warfare,219640,Torn Banner Studios,IJustWantedToTalk,True,2,83.0
515,Action,Left 4 Dead 2,550,Valve,IJustWantedToTalk,False,2,83.0
518,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198057389499,True,2,140.0
519,"Action, Indie, Strategy",Insurgency,222880,New World Interactive,76561198057389499,True,2,140.0
520,"Action, Indie, Racing, Sports",Rocket League®,252950,"Psyonix, Inc.",76561198057389499,True,2,140.0
521,"Action, Adventure",Just Cause™ 3,225540,Avalanche Studios,76561198057389499,True,2,140.0
522,"Action, Adventure",Middle-earth: Shadow of Mordor - The Bright Lord,318420,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",76561198057389499,True,2,140.0
523,"Action, Free to Play",Team Fortress 2,440,Valve,76561198057389499,True,2,140.0
532,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198105270589,True,2,364.0
533,"Action, Adventure, Indie, RPG",Magicite,268750,SmashGames,76561198105270589,True,2,364.0
534,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,76561198105270589,True,2,364.0
535,"Action, Free to Play",Team Fortress 2,440,Valve,76561198105270589,True,2,364.0
544,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,asdasdfsadgdfhfgjggj,True,2,340.0
545,"Action, Indie, Strategy",Insurgency,222880,New World Interactive,asdasdfsadgdfhfgjggj,True,2,340.0
546,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198097450390,True,1,1.0
547,Strategy,Victoria II,42960,Paradox Development Studio,76561198097450390,True,0,1.0
548,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,76561198097450390,False,1,1.0
549,Strategy,Hearts of Iron III,25890,Paradox Development Studio,76561198097450390,False,0,1.0
551,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198142474106,True,0,1965.0
553,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198142474106,True,0,1965.0
555,"Indie, Simulation",SimplePlanes,397340,"Jundroo, LLC",76561198142474106,True,2,1965.0
557,"Indie, Simulation",SimplePlanes,397340,"Jundroo, LLC",76561198142474106,True,2,1965.0
559,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,76561198142474106,False,2,1965.0
561,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,76561198142474106,False,2,1965.0
574,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,OfficialSenix,False,2,10.0
575,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,OfficialSenix,False,2,106.0
576,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,OfficialSenix,False,2,10.0
577,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,OfficialSenix,False,2,106.0
578,Action,Counter-Strike: Global Offensive,730,Valve,OfficialSenix,True,2,10.0
579,Action,Counter-Strike: Global Offensive,730,Valve,OfficialSenix,True,2,106.0
580,Action,Counter-Strike: Global Offensive,730,Valve,OfficialSenix,True,2,10.0
581,Action,Counter-Strike: Global Offensive,730,Valve,OfficialSenix,True,2,106.0
582,"Action, Casual, Free to Play, Massively Multiplayer",Counter-Strike Nexon: Zombies,273110,Nexon,OfficialSenix,False,2,10.0
583,"Action, Casual, Free to Play, Massively Multiplayer",Counter-Strike Nexon: Zombies,273110,Nexon,OfficialSenix,False,2,106.0
584,"Action, Casual, Free to Play, Massively Multiplayer",Counter-Strike Nexon: Zombies,273110,Nexon,OfficialSenix,False,2,10.0
585,"Action, Casual, Free to Play, Massively Multiplayer",Counter-Strike Nexon: Zombies,273110,Nexon,OfficialSenix,False,2,106.0
586,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,OfficialSenix,False,2,10.0
587,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,OfficialSenix,False,2,106.0
588,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,OfficialSenix,False,2,10.0
589,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,OfficialSenix,False,2,106.0
590,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,OfficialSenix,False,2,10.0
591,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,OfficialSenix,False,2,106.0
592,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,OfficialSenix,False,2,10.0
593,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,OfficialSenix,False,2,106.0
594,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,OfficialSenix,False,0,10.0
595,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,OfficialSenix,False,0,106.0
596,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,OfficialSenix,False,0,10.0
597,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,OfficialSenix,False,0,106.0
598,"Casual, Free to Play, Indie, Strategy",Simply Chess,312280,BlueLine Games,OfficialSenix,True,2,10.0
599,"Casual, Free to Play, Indie, Strategy",Simply Chess,312280,BlueLine Games,OfficialSenix,True,2,106.0
600,"Casual, Free to Play, Indie, Strategy",Simply Chess,312280,BlueLine Games,OfficialSenix,True,2,10.0
601,"Casual, Free to Play, Indie, Strategy",Simply Chess,312280,BlueLine Games,OfficialSenix,True,2,106.0
602,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,OfficialSenix,True,0,10.0
603,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,OfficialSenix,True,0,106.0
604,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,OfficialSenix,True,0,10.0
605,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,OfficialSenix,True,0,106.0
606,"Action, Free to Play",Team Fortress 2,440,Valve,OfficialSenix,True,2,10.0
607,"Action, Free to Play",Team Fortress 2,440,Valve,OfficialSenix,True,2,106.0
608,"Action, Free to Play",Team Fortress 2,440,Valve,OfficialSenix,True,2,10.0
609,"Action, Free to Play",Team Fortress 2,440,Valve,OfficialSenix,True,2,106.0
610,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,kelby003,True,2,250.0
611,"Action, Adventure, Casual, Indie",BattleBlock Theater®,238460,The Behemoth,kelby003,True,2,250.0
612,"Action, Adventure",Just Cause™ 3,225540,Avalanche Studios,kelby003,True,2,250.0
613,"Action, Indie",SUPERHOT,322500,SUPERHOT Team,kelby003,True,2,250.0
614,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198071207551,True,1,223.0
615,"Action, Indie, Simulation",Five Nights at Freddy's 3,354140,Scott Cawthon,76561198071207551,True,0,223.0
616,"Action, Casual, Indie",One Finger Death Punch,264200,Silver Dollar Games,76561198071207551,True,2,223.0
617,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,76561198071207551,True,2,223.0
618,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,76561198071207551,True,2,223.0
619,"Action, Free to Play",Team Fortress 2,440,Valve,76561198071207551,True,2,223.0
620,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198074347537,True,1,218.0
621,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198172099661,True,2,87.0
622,"Action, Free to Play, Indie",Fistful of Frags,265630,Fistful of Frags Team,76561198172099661,True,1,87.0
623,"Action, Free to Play",Team Fortress 2,440,Valve,76561198172099661,True,2,87.0
625,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ndrss,True,2,369.0
627,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ndrss,True,2,369.0
629,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",TERA,323370,"Bluehole, Inc.",ndrss,True,2,369.0
631,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",TERA,323370,"Bluehole, Inc.",ndrss,True,2,369.0
633,"Action, Free to Play, Massively Multiplayer, RPG",Dragon Nest,11610,Eyedentity Games Inc.,ndrss,True,2,369.0
635,"Action, Free to Play, Massively Multiplayer, RPG",Dragon Nest,11610,Eyedentity Games Inc.,ndrss,True,2,369.0
636,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198107928649,False,1,4053.0
637,Action,Counter-Strike: Global Offensive,730,Valve,76561198107928649,True,2,4053.0
638,Action,Call of Duty®: Black Ops II,202970,Treyarch,76561198107928649,True,2,4053.0
639,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198048024738,True,1,7.0
656,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,Mr_Doge,True,2,13.0
657,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,EternumHD,True,2,8.0
659,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198047208774,True,2,7.0
661,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198047208774,True,2,7.0
663,"Free to Play, Indie, Simulation, Early Access",MachineCraft,397100,G2CREW,76561198047208774,False,0,7.0
665,"Free to Play, Indie, Simulation, Early Access",MachineCraft,397100,G2CREW,76561198047208774,False,0,7.0
667,Action,Left 4 Dead 2,550,Valve,76561198047208774,True,2,7.0
669,Action,Left 4 Dead 2,550,Valve,76561198047208774,True,2,7.0
671,"Action, Free to Play",Team Fortress 2,440,Valve,76561198047208774,True,0,7.0
673,"Action, Free to Play",Team Fortress 2,440,Valve,76561198047208774,True,0,7.0
674,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,izumireina,True,2,949.0
675,Action,Counter-Strike: Global Offensive,730,Valve,izumireina,True,2,949.0
676,Action,Half-Life 2,220,Valve,izumireina,True,2,949.0
677,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,Fluphy_,True,2,298.0
678,Action,Counter-Strike: Global Offensive,730,Valve,Fluphy_,True,2,298.0
679,"Casual, Indie, Simulation",Goat Simulator,265930,Coffee Stain Studios,Fluphy_,True,2,298.0
680,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",Fluphy_,True,2,298.0
681,"Action, Adventure, Indie, RPG",Terraria,105600,Re-Logic,Fluphy_,True,2,298.0
682,Action,Left 4 Dead 2,550,Valve,Fluphy_,True,2,298.0
683,"Action, Free to Play",Team Fortress 2,440,Valve,Fluphy_,True,0,298.0
684,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198162487321,True,0,13.0
685,"Action, Adventure, Casual, Indie",Broforce,274190,Free Lives,76561198162487321,True,1,13.0
686,"Action, Adventure, Indie, Massively Multiplayer, RPG",ARK: Survival Evolved,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",76561198162487321,True,2,13.0
687,"Casual, Indie",Turbo Pug,418070,"Space Cat Studios,SnowFlame,Back To Basics Gaming",76561198162487321,True,2,13.0
695,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198066916378,True,2,5297.0
696,Action,"Star Wars: Battlefront 2 (Classic, 2005)",6060,Pandemic Studios,76561198066916378,True,2,5297.0
697,"Action, Free to Play",Team Fortress 2,440,Valve,76561198066916378,True,2,5297.0
707,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,greyson_4450,True,2,322.0
708,"Action, Adventure",Just Cause 2: Multiplayer Mod,259080,Avalanche Studios,greyson_4450,True,2,322.0
709,Action,Left 4 Dead 2,550,Valve,greyson_4450,True,2,322.0
710,Action,Counter-Strike: Source,240,Valve,greyson_4450,True,2,322.0
711,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198138586856,True,2,176.0
712,"Action, Adventure",Portal 2,620,Valve,76561198138586856,True,2,176.0
713,"Action, Free to Play, Indie, Early Access",CubeGun,299420,candyrocketstudio,76561198138586856,False,0,176.0
714,"Action, Adventure, Casual, Indie, RPG",Castle Crashers®,204360,The Behemoth,76561198138586856,True,2,176.0
718,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,DANKESTMEMEMACHINEEVER,True,1,466.0
719,"Action, Free to Play, Indie",Fistful of Frags,265630,Fistful of Frags Team,DANKESTMEMEMACHINEEVER,True,2,466.0
720,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198066734993,True,2,722.0
721,"Action, Free to Play, Indie, Simulation, Strategy, Early Access",Call to Arms,302670,Digitalmindsoft,76561198066734993,True,2,722.0
722,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198066734993,True,2,722.0
723,"Action, Free to Play",Team Fortress 2,440,Valve,76561198066734993,True,2,722.0
724,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,HeliDash,True,2,256.0
734,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,DazzaPlays,True,2,76.0
741,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,pudjapu,True,2,369.0
742,"Action, Free to Play, Indie",Relic Hunters Zero,382490,Rogue Snail,pudjapu,True,1,369.0
743,"Action, Free to Play, Indie",Loadout,208090,Edge of Reality,pudjapu,True,2,369.0
744,Action,Sniper Elite V2,63380,Rebellion,pudjapu,True,2,369.0
745,Action,Left 4 Dead 2,550,Valve,pudjapu,True,2,369.0
747,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,76561198223442840,True,2,347.0
748,"Free to Play, Massively Multiplayer, RPG",ArcheAge,304030,XLGAMES,76561198223442840,True,2,347.0
749,"Action, Indie",Depth,274940,Digital Confectioners,76561198223442840,True,2,347.0
750,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ias19112000,True,1,33.0
751,"Action, Adventure, RPG",Deus Ex: The Fall,258180,Square Enix,ias19112000,False,0,33.0
752,"Action, Free to Play",Team Fortress 2,440,Valve,ias19112000,False,0,33.0
753,Action,Deus Ex: Game of the Year Edition,6910,Ion Storm,ias19112000,True,1,33.0
754,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ITCGaming101,True,2,1578.0
755,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ITCGaming101,True,2,15.0
756,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ITCGaming101,True,2,1578.0
757,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ITCGaming101,True,2,15.0
758,Action,Counter-Strike: Global Offensive,730,Valve,ITCGaming101,True,2,1578.0
759,Action,Counter-Strike: Global Offensive,730,Valve,ITCGaming101,True,2,15.0
760,Action,Counter-Strike: Global Offensive,730,Valve,ITCGaming101,True,2,1578.0
761,Action,Counter-Strike: Global Offensive,730,Valve,ITCGaming101,True,2,15.0
762,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,ITCGaming101,True,2,1578.0
763,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,ITCGaming101,True,2,15.0
764,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,ITCGaming101,True,2,1578.0
765,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,ITCGaming101,True,2,15.0
766,Action,Left 4 Dead 2,550,Valve,ITCGaming101,True,0,1578.0
767,Action,Left 4 Dead 2,550,Valve,ITCGaming101,True,0,15.0
768,Action,Left 4 Dead 2,550,Valve,ITCGaming101,True,0,1578.0
769,Action,Left 4 Dead 2,550,Valve,ITCGaming101,True,0,15.0
770,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,yodadda,True,2,120.0
771,Action,Counter-Strike: Global Offensive,730,Valve,yodadda,True,2,120.0
772,"Action, Adventure, Indie",Slender: The Arrival,252330,Blue Isle Studios,yodadda,True,0,120.0
773,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG",8BitMMO,250420,Archive Entertainment,yodadda,False,0,120.0
774,"Casual, Indie, RPG, Simulation",Mountain,313340,David OReilly,yodadda,False,1,120.0
775,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,yodadda,False,0,120.0
776,"Action, Indie",Ace of Spades: Battle Builder,224540,Jagex Limited,yodadda,True,2,120.0
780,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ironcass,True,1,311.0
782,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,ironcass,True,1,311.0
784,"Action, Free to Play, Indie",Iron Snout,424280,SnoutUp,ironcass,True,1,311.0
786,"Action, Free to Play, Indie",Iron Snout,424280,SnoutUp,ironcass,True,1,311.0
788,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,ironcass,True,0,311.0
790,"Adventure, Casual, Free to Play, Indie, Simulation",Emily is Away,417860,Kyle Seeley,ironcass,True,0,311.0
792,"Simulation, Strategy",Cities: Skylines,255710,Colossal Order Ltd.,ironcass,False,2,311.0
794,"Simulation, Strategy",Cities: Skylines,255710,Colossal Order Ltd.,ironcass,False,2,311.0
796,"Action, Indie",Ace of Spades: Battle Builder,224540,Jagex Limited,ironcass,True,2,311.0
798,"Action, Indie",Ace of Spades: Battle Builder,224540,Jagex Limited,ironcass,True,2,311.0
800,"Action, Free to Play, Indie, Strategy",Awesomenauts - the 2D moba,204300,Ronimo Games,ironcass,True,2,311.0
802,"Action, Free to Play, Indie, Strategy",Awesomenauts - the 2D moba,204300,Ronimo Games,ironcass,True,2,311.0
804,"Action, Free to Play",Team Fortress 2,440,Valve,ironcass,True,0,311.0
806,"Action, Free to Play",Team Fortress 2,440,Valve,ironcass,True,0,311.0
812,"Indie, Simulation",Garry's Mod,4000,Facepunch Studios,psn_jmcgamer12,True,2,1527.0
813,Action,Counter-Strike: Global Offensive,730,Valve,psn_jmcgamer12,True,2,1527.0
814,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,psn_jmcgamer12,False,0,1527.0
815,"Action, Free to Play",Warframe,230410,Digital Extremes,psn_jmcgamer12,True,1,1527.0
816,"Action, Indie",Ace of Spades: Battle Builder,224540,Jagex Limited,psn_jmcgamer12,False,2,1527.0
817,Action,Left 4 Dead 2,550,Valve,psn_jmcgamer12,True,0,1527.0
